entity,attribute,answer,question
大手町站,所属路线,东京地铁东西线,大手町站属于哪条路线？
黄桥镇,电话区码,523,黄桥镇的电话区码是多是？
名侦探柯南：贝克街的亡灵,票房,33.8亿日元,你知道《名侦探柯南：贝克街的亡灵》的票房是多少吗？
夏迎春,饰演,王思平,夏迎春饰演的角色名字叫什么？
清华紫光手写板驱动,软件类别,驱动程序- 其他驱动,清华紫光手写板驱动属于哪个类别的软件？
齐齐哈尔高等师范专科学校理工系,专业,会计、营销,齐齐哈尔高等师范专科学校理工系有哪些专业？
陛下,时期,唐朝​以后只用以称皇帝,陛下用于哪个时期？
卢卡斯·埃尔南德斯,球场位置,后卫,卢卡斯·埃尔南德斯在球场负责哪个位置？
李忠效,性 别,男,李忠效是男还是女？
石门镇,面 积,99.5平方公里,石门镇的大小有多大？
天涯,国际刊号,issn： 1006-9496,你知道天涯的国际刊号是多少？
娘心计,演唱者,刘忻,《娘心计》是谁演唱的？
奇迹来了,运营商,9377、91wan、51游戏、8090游戏,《奇迹来了》有哪些运营商？
tpe塑胶地板,特性,环保性,tpe塑胶地板有什么特点？
华北电力大学,学校地址,北京市昌平区回龙观北农路2号、河北省保定市永华北大街619号、河北省保定市华电路689号[6],麻烦你告诉我华北电力大学的位置在哪？
海棠,所属作品,《仙剑奇侠传5》,海棠属于哪部作品的人物？
先天性髋位脱臼,就诊科室,外科,先天性髋位脱臼需要去哪个科室？
诺基亚 e63,上市日期,:2008年11月,诺基亚 e63是在什么时候上市的？
兖州之战,结果,曹操获胜,兖州之战最后的战果是怎样？
翅膀,演唱者,胡夏,《翅膀》是由谁演唱的？
丙烯酸丁酯,cas登录号,141-32-2[2],丙烯酸丁酯的cas登录号是多少？
大坝村,年降水量,846.5毫米,大坝村的年降水量是多少？
地缚神科卡莱亚,星级,10,地缚神科卡莱亚属于第几星级？
懒人听书,软件版本,5.2.4,《懒人听书》现在的软件版本是多少？
福州铜盘中学,学生人数,2135人,福州铜盘中学有多少名学生？
长虹pt60600,屏幕比例,16:9,长虹pt60600的屏幕比例是多大？
和谐号crh2型电力动车组,备注,中国铁路科学技术奖一等奖,和谐号crh2型电力动车组获得什么奖项？
光叶紫珠,组,紫珠组,光叶紫珠属于什么组？
step by step,作词,立花瞳,《step by step》是由谁作词的？
圣安寺,始建时间,金天会年间(1123一1135),圣安寺什么时候创建的？
巴尔干战役,地点,巴尔干半岛,巴尔干战役发生在什么地方？
射雕英雄传,制作公司,电视广播有限公司,射雕英雄传的制作公司是哪个？
石桥镇,邮编区码,742200,麻烦你告诉下我石桥镇的邮编区码？
磁县台湾事务办公室,主要职责,贯彻执行党中央和国务院确定对台,磁县台湾事务办公室主要有哪些职责？
中山路,长,5.5千米，,你测量过中山路有多长吗？
甘肃众友药业,员工人数,1200余人,甘肃众友药业有多少名员工？
疯狂的水母,主要角色,水母,《疯狂的水母》的主角是谁？
五个一工程,范围,省、自治区、直辖市和中央部委,五个一工程包括哪些范围？
多米尼克·莫纳汉,星 座,天蝎,多米尼克·莫纳汉是什么星座的？
哈利·波特与密室,书号,isbn 7-02-003344-x,你还记得《哈利·波特与密室》的书号吗？
pismis 24-1,亮度,"4,200,000 l☉",pismis 24-1的亮度是多少？
笑傲江湖,播映,中国湖南卫视,笑傲江湖是在哪个台播放的？
花木兰,制片商,华特迪士尼动画工作室,《花木兰》是由哪个制片商制造的？
贵阳喜百年酒店,火车站距离,贵阳火车站;7公里,贵阳喜百年酒店最近的火车站名字和距离是多少？
华硕wl-167g,传输速率,"54,11,5.5,2,1mbps",华硕wl-167g的传输速率是多少？
帝尊,完成字数,6127139,《帝尊》一共完成多少字数？
twist and shout,风格,merseybeat,《twist and shout》是首什么样风格的歌？
au(t+d),开盘时间,冬时令：20:00-凌晨02:30,au(t+d)的开盘时间是何时？
独龙族,宗教信仰,原始宗教，基督教,独龙族的宗教信仰是什么？
万达广场,所在地区,江门市,你知道万达广场位于什么地方吗？
笑傲江湖,国家／地区,中国大陆,笑傲江湖是哪个地区发行的？
西安德发长酒店,机场距离,西安咸阳国际机场（公里）：25,西安德发长酒店距离最近的机场名字和距离是多远？
常山公主,亲属,唐太宗李世民,常山公主是谁的亲属？
epub,格式,数位版权管理,epub是什么样的格式？
锦江花园,所在区域,长安 街口及乌沙,锦江花园处在什么位置？
步月桥,宽,6．05米,步月桥有多宽？
芜湖话,区域,芜湖县、繁昌县、南陵县等,芜湖话属于哪几个区域的方言？
双飞燕g9-370hx无孔无线鼠标,连接方式,无线,双飞燕g9-370hx无孔无线鼠标怎么连接？
芬兰国旗,形式,白底，海蓝色斯堪的纳维亚十字,你知道芬兰国旗是什么样的？
文不加点,近义词,一气呵成 倚马七纸 倚马千言,告诉我文不加点的近义词有哪些？
日语国际能力测试日语2级听解指导与实践,定价,￥29.80,《日语国际能力测试日语2级听解指导与实践》这本书卖多少钱？
青岛科技大学学报（自然科学版）,邮发代号,24-233,青岛科技大学学报（自然科学版）的邮发代号是多少？
开封县第一人民医院,医院类型,国营,开封县第一人民医院是什么类型的医院？
中山大学政治与公共事务管理学院,教职工,80人,中山大学政治与公共事务管理学院有多少名教职工？
cect紫光920,网络频率,gsm/gprs；900/1800mhz,cect紫光920的网络频率是多少？
海信eg968,主屏尺寸,3.2英寸,海信eg968的主屏尺寸是多大？
海康威视ds-2cd892p-ir1,功率,5.5w,海康威视ds-2cd892p-ir1的功率有多大？
软件正版化,服务,遵守gpl、gnu、lgpl等的开源协议,软件正版化服务需要遵守什么？
黑陶背水壶,形状,侈口高领，扁形腹，肩有两耳,黑陶背水壶是什么形状的？
神雕侠侣,播出时间,2014年 每周三至周四晚22：00,《神雕侠侣》是什么时候播出的？
道德洁癖,对应,生理、心理,道德洁癖对应的是什么？
减速顶与调速技术,主编,王继廉,《减速顶与调速技术》是谁负责编辑的？
广西壮族自治区,gdp,9502.39亿人民币,广西壮族自治区去年的GDP是多少？
乌卡什·法比安斯基,青年队,斯武比采 msp szamotuły lubuszanin drezdenko 布罗德尼察斯巴达 格涅兹诺,乌卡什·法比安斯基青年队有哪些人？
龙华镇,人 口,3.89万,龙华镇现在有多少人？
夏洛特黄蜂队,中文队名,夏洛特黄蜂,夏洛特黄蜂队的中文队名叫什么？
穗花组,亚属,穗花组,穗花组属于什么亚属？
安吉丝的梦境,单机分类,单机游戏,《安吉丝的梦境》属于单机分类的哪一种？
典雅·龙海港湾（一期）,板块,李家沱板块,典雅·龙海港湾（一期）属于哪个版块？
cect紫光920,可选颜色,金属灰,cect紫光920有什么颜色可选？
亚历山大一世,母亲,玛丽亚·费奥多罗芙娜皇后,亚历山大一世的母亲是谁？
肌筋膜炎,所属科室,内科 -,肌筋膜炎属于哪个科室诊治？
百度世界2010,主题,创新·开放·共赢,百度世界2010的主题是什么？
斯德哥尔摩电影节,举办地点,瑞典首都斯德哥尔摩,斯德哥尔摩电影节在什么地点举办的？
嘉祥县妇幼保健院,医院性质,国营,嘉祥县妇幼保健院属于什么性质的医院？
刘心武中篇小说,版 次,1,刘心武中篇小说出版过几次？
剑桥中国史,出版地,中国北京,《剑桥中国史》在什么地方出版？
箕门,主治,小便不利，遗溺等,箕门主要治疗什么病症？
宫傲,爱好,摄影、电脑，看摇滚乐演出,你知道宫傲的爱好是什么？
帕金森定律,适用领域范围,时间管理，企业管理,帕金森定律适用于哪些领域范围？
勇者斗恶龙7,发售日期,2000年（ps）2013年（3ds）[1],《勇者斗恶龙7》是在什么时候发售的？
刘禅,谥号,思公（晋）、孝怀皇帝（汉赵）,你还记得刘禅的谥号是什么？
天野浩,研究领域,半导体电子学[1],天野浩的研究领域是什么？
勇者传说online,其他类别,2d q版,《勇者传说online》属于其他哪种类别？
像间谍一样思考,定 价,29,《像间谍一样思考》定价多少？
詹姆斯敦,人口（2010）,72,詹姆斯敦2010年的人口数量是多少？
平壤之战,结果,日军损失惨重,平壤之战最后的结果是什么？
海上丝路,题材,古代传奇,海上丝路属于什么类型的题材？
gfriend,出道日期,2015-01-16,gfriend是在什么时候出道的？
魔神英雄传,音乐,兼崎顺一、门仓聡,《魔神英雄传》的音乐是谁负责的？
伊莱克斯eas52hbtn2b,空调类型,立柜式空调,伊莱克斯eas52hbtn2b属于哪种类型的空调？
云中君,职位,阴阳家五大长老之一的“云中君”,云中君处于怎样的职位？
拿破仑定理,提出时间,1795,拿破仑定理是在什么时候提出来的？
mc,缩写,mc,mc的缩写是什么？
firebug,原作者,joe hewitt,《firebug》的原作者是谁？
陕西农村报,邮发代号,51-2[2],麻烦你帮我查下陕西农村报的邮发代号是多少？
神凤杏,三围,b89,你知道神凤杏的三围是多少？
做巧克力蛋糕,如何开始,点击[play]开始游戏,《做巧克力蛋糕》这个游戏如何开始？
3d坦克,更新日期,2014/03/12,《3d坦克》是在什么时候更新的？
素描的观察方法,用于,素描,素描的观察方法用于什么地方？
tc处理,概念,使其适合贴壁细胞的培养,tc处理的概念是什么？
月哭·狐之魅,统一书号,10011-518,《月哭·狐之魅》的统一书号是多少？
麻布十番站,车站构造,岛式月台1面2线的地下车站,麻布十番站车站是怎么构造的？
木兰花·拟古决绝词柬友,作品别名,木兰花令·拟古决绝词、玉楼春·拟古决绝词、木兰词·拟古决绝词柬友,《木兰花·拟古决绝词柬友》作品的别名是什么？
skf na4834轴承,品牌,skf,skf na4834轴承属于哪个品牌？
咸阳,特产,淳化苹果、彬州梨、三原蓼花糖,你知道咸阳有什么特产吗？
语文报,编辑单位,《语文报》社有限责任公司,《语文报》是哪个单位编辑的？
广东省人民政府办公厅关于向我省光盘生产厂派驻监督员的通知,文号,粤府办〔1995〕103号,《广东省人民政府办公厅关于向我省光盘生产厂派驻监督员的通知》在文号是多少？
上海站,管辖权归属,上海铁路局,上海站归哪个管辖？
金汤大厦,均价,6774元/平米,金汤大厦的均价是多少？
释证严,居住地,台湾花莲县新城乡,释证严居住在哪里？
商品存货,适用,企业,商品存货适用于哪些地方？
高炉炼铁工程管理与施工技术,页 数,357 ; 24cm,《高炉炼铁工程管理与施工技术》这本书有多少页？
雷欧·奥特曼,成就,成为奥特曼中的格斗王,雷欧·奥特曼的成就是什么？
圣枪游侠,价格,国服：点卷4500金币6300,《圣枪游侠》这款游戏价格怎么样？
将臣,种族,僵尸,将臣属于什么种族？
华南大桥,坐标,23.107778°n 113.351389°e,华南大桥的坐标是多少？
共通通讯vd500,设备类型,cdma上网卡,共通通讯vd500是什么类型的设备？
侠盗猎车手5,所属系列,侠盗猎车手,《侠盗猎车手5》属于哪个系列？
扪心自问,近义词,反躬自问 ，抚躬自问 ，反躬自省,扪心自问的近义词是什么？
宣政殿,所属年代,唐代,宣政殿是哪个朝代的？
格兰仕kfr-35gw/rdvdlq5-150(3),冷暖类型,冷暖型,格兰仕kfr-35gw/rdvdlq5-150(3)属于冷暖类型的哪一种？
高铁管家,软件平台,ios、android,《高铁管家》在哪些平台上线了？
gt赛车,开发,polyphony digital,gt赛车是谁开发的？
魔法科高中的劣等生,连载期间,2008年10月12日至今,《魔法科高中的劣等生》从什么时候开始连载的？
金谷站,启用年月日,1999年6月30日,金谷站是在什么时候开始启用的？
凯文·马丁,所属运动队,休斯敦火箭队,凯文·马丁属于哪个运动队？
2020年东京奥运会,举办时间,2020年7月24日-8月9日,2020年东京奥运会举办时间是多久？
穿越,方式,自己的世界→a世界→b世界,穿越是指什么方式？
利川市民足球俱乐部,联赛级别,：韩国 k3联赛,利川市民足球俱乐部属于什么级别的联赛？
钩针编织,产品尺寸,25.4x20.4x1cm,钩针编织产品的尺寸是多大？
雷顿教授与超文明a的遗产,模式,单人游戏,《雷顿教授与超文明a的遗产》属于什么模式的游戏？
南十字座μ,视差 (π),8.64 ± 0.58[1]mas,南十字座μ的视差是多少？
边缘,游戏版本,街机游戏,边缘属于什么版本的游戏？
港铁都城嘉慕电动列车,技术数据,迪士尼线：4m 市区线：4m→6m→6m2t,港铁都城嘉慕电动列车的技术数据是什么？
恶魔之吻,日文名,悪魔のくちづけ,《恶魔之吻》的日文名是什么？
郭可江,现状,创立“老家菜园”品牌,郭可江的现状怎么样？
通州区,行政代码,110112,通州区的行政代码是什么？
高斯贝尔c802,尺寸/体积,85×43×23mm,高斯贝尔c802的尺寸是多大？
基于信息系统的网络作战,开 本,16开,《基于信息系统的网络作战》是多少开本的？
清华同方超扬 f360-b001,cpu频率,：1600mhz,清华同方超扬 f360-b001的cpu频率是多大？
自制豆腐炖鱼,制作难度,一般,自制豆腐炖鱼的难度怎么样？
大水牛s系列s0203,机箱类型,台式机箱（mini）,大水牛s系列s0203属于什么类型的机箱？
如何让你爱的人爱上你,字 数,170000,《如何让你爱的人爱上你》有多少字数？
辽宁宏运足球俱乐部,容纳人数,35600人,辽宁宏运足球俱乐部能够容纳多少人？
谁的顶戴花翎,作品类型,长篇小说,《谁的顶戴花翎》是哪种类型的作品？
阿尔发塔,高度,300米,阿尔发塔的高度是多高？
硫,密度,1.96g/cm³,硫的密度是多少？
海卫二,发现时间,1949,海卫二什么时候发现的？
花儿乐队,音乐风格,pop+punk,花儿乐队的音乐风格怎么样？
电气安全知识,所属分类,科技,电气安全知识属于什么分类？
蓝色喷流,发现者,sentman  wescott,蓝色喷流是被谁发现的？
米诺地尔,熔点,272-274 °c,米诺地尔的熔点是多少？
王莉莉,血 型,a,王莉莉什么血型啊？
州都,意思,古代官名,州都是什么意思？
玄贞观,所属区域,营口盖州,玄贞观属于什么区域？
浙江省机关幼儿园,创建于,1954年,浙江省机关幼儿园什么时候创建的？
我们约会吧+,国家/地区,中国,《我们约会吧+》是哪个地区发行的？
吉安弗兰科·佐拉,国家队‡,035 (10),吉安弗兰科·佐拉在国家队的编号是多少？
水垢,俗称,水碱,水垢又俗称什么？
毛泽东思想论坛,主要栏目,中国特色社会主义理论研究、改革开放、风云透视、基层干群论坛,《毛泽东思想论坛》主要有哪些栏目？
浙江省桐乡市崇福东方皮草有限公司,法人代表,徐志明,浙江省桐乡市崇福东方皮草有限公司的法人代表是谁？
碧阳学园学生会议事录,其他,番外篇,碧阳学园学生会议事录还有其他篇章吗？
野蛮角斗士的斩首斧,需要等级,70,野蛮角斗士的斩首斧需要多少等级？
涌泉穴,操作,直刺0.5~1寸,涌泉穴的操作是怎样？
c7突击步枪,口径,5.56mm,c7突击步枪的口径是多大？
笛安,学位,社会学硕士,笛安是什么学位的？
苏州蠡口家具城,所在城市,江苏苏州市相城区,苏州蠡口家具城位于什么城市？
洋橄榄霉素,通用名,洋橄榄霉素,洋橄榄霉素的通用名是什么？
凉宫春日系列,连载杂志,the sneaker（隔月连载）,我很好奇《凉宫春日系列》连载在什么杂志？
埋伏,片 长,90分钟,《埋伏》这个片子有多长？
a.o.史密斯cewh-65pef,产品容量,65l,a.o.史密斯cewh-65pef产品的容量是多大？
中国人民解放军成都军区总医院,是否医保,是,你知道中国人民解放军成都军区总医院是否可以用医保吗？
无酒精聚餐,背景,各地严查酒后驾驶,无酒精聚餐是在什么样的情况下产生的？
氨枫噻吨,性状,片剂,氨枫噻吨是什么样子的药品？
邪恶森林大冒险,游戏类型,挑战,邪恶森林大冒险属于什么类型的游戏？
448年,介绍,戊子年（鼠年,448年是什么年？
太史慈,称号,无双乱舞,你听过太史慈的称号吗？
输卵管不通,西医学名,输卵管堵塞,输卵管不通在西医上叫什么名字？
小野兽花店,在线播放平台,土豆网、优酷网、华数tv,《小野兽花店》在哪些平台进行在线播放了？
世间路,集 数,36集,《世间路》一共有多少集？
娇妻狠角色：总裁，要学乖,小说类型,豪门世家,《娇妻狠角色：总裁，要学乖》是哪种类型的小说？
景小楼,性格,调皮捣蛋、心地善良、乐善好施,景小楼是个什么样的人啊？
宁乡金色夏威夷,建筑类别,高层,宁乡金色夏威夷属于哪种类别的建筑？
加班费,标准,不低于工资的150%的工资报酬,加班费是怎么算的？
遗,五笔,khgp,遗的五笔是什么？
李商隐,号,玉溪生，樊南生,李商隐号什么？
中国新声代第二季,口号,唱歌吧，有梦想的孩子们,《中国新声代第二季》的口号是什么？
大魔王,授权状态,a级签约,大魔王现在的状态是怎么样？
ak-74突击步枪,原产国,苏联,ak-74突击步枪最初产自哪个国家？
fantasy,语 言,粤语,《fantasy》是什么语言版本的？
beautiful girl,演唱,郭富城,《beautiful girl》是谁唱的？
太平镇,知名企业,金广集团以生产铁合金为主、国宏公司以生产电冶为主、永昌公司主要生产非金属矿产、星源公司主要生产水泥,太平镇有哪些知名的企业？
胜利号,始建,789年,你知道胜利号是什么时候创建的？
姜研,主要成就,喜剧达上千集，被称为情景剧女皇,姜研获得过哪些成就？
变压器功率特性分析仪,技术特点,三个独立的电流输入通道,变压器功率特性分析仪在技术上有什么特点？
碎石之锤,物品等级,42,碎石之锤物品的等级是多少？
上海市虹口区江湾医院,医院等级,二级乙等,上海市虹口区江湾医院属于什么等级的医院？
厄瑞玻斯,子女,赫墨拉、埃忒尔、卡戎,厄瑞玻斯的孩子叫什么？
黑执事,主要配音,小野大辅，坂本真绫，樱井孝宏，水树奈奈,《黑执事》都有谁配音？
大田站,月台配置,1面2线,大田站月台的配置是怎么样的？
易拓木星j360,容量,60g,易拓木星j360能装多大的啊？
乳腺增生外敷散(图),是否纳入医保,纳入,乳腺增生外敷散(图)这种药品纳入医保了吗？
寻根集,印刷时间,1998-8-1,《寻根集》是什么时候印刷的？
龙林高速公路,起点,塘厦镇西部的龙背岭,龙林高速公路从什么地方开始的？
猎豹安全浏览器,软件类型,浏览器,猎豹安全浏览器是什么类型的软件？
天主教金斯顿总教区,基本资讯,加拿大,天主教金斯顿总教区基本资讯来自哪里？
nexus 7,电源,"可充电锂聚合电池, 4325 mah16wh li-polymer, microusb 充电接口",nexus 7需要用到什么电源？
得抚岛,座标,45°56′n 150°02′e,得抚岛的坐标在哪？
金牛能源,上市市场,深圳证券交易所,金牛能源在什么市场上市的？
青岛双星雄鹰俱乐部,外文队名,qingdao doublestar eagle basketball club,青岛双星雄鹰俱乐部的英文队名是什么？
nsk 7213c轴承,轴承型号,7213c轴承,nsk 7213c轴承是什么型号的？
moba,简 称,moba、arts（actionrts）,moba是什么的缩写？
修真门派掌门人,总点击,1235009,《修真门派掌门人》一共点击了多少次？
线性形迹,应用领域,航天遥感影像判读的常用标志,线性形迹应用于哪些领域？
i.tech myvoice 307,电池类型,锂电池,i.tech myvoice 307用的什么类型的电池？
水险,基本解释,1. 水上险要之处,麻烦你解释下水险的意思？
passion,录制,—,passion录制几次了？
第一时间,主持人,罗彬、 吴薇、张亚群,《第一时间》有哪些人主持？
郑容和,特长,beatbox、滑板滑雪、篮球、游泳,郑容和擅长什么运动？
火焰坦克,速度,中等,火焰坦克的速度怎么样？
出版物市场管理规定,通过时间,2011年3月17日,出版物市场管理规定是什么时候通过的？
红牛第二车队,主席,franz tost,谁是红牛第二车队的主席？
四合台站,修建时间,1980年,四合台站是在什么时候修建的？
明唐寅吹箫图,文物原属,私人收藏,明唐寅吹箫图文物属于谁的？
梦莲湖,湖泊面积,0.5平方公里,梦莲湖面积有多大？
地下水回灌,注意事项,应当采取可靠回灌措施,地下水回灌需要注意什么？
创可贴,运动员慎用,非慎用,创可贴对于运动员是否需要慎用？
法航客机失踪事件,人数,228（全部遇难）,法航客机失踪事件中有多少人遇难？
三一重工sy5310thb46r混凝土泵车,类属,混凝土泵车,三一重工sy5310thb46r混凝土泵车是什么属性的车子？
哈拉湖,海拔高度,4078米,哈拉湖海拔有多高？
迟明,记载,《宋史.康保裔传》,迟明记载在哪里？
nsk 7206c轴承,轴承系列,角接触球轴承,nsk 7206c轴承来自于哪个系列？
付味小章鱼,主要工艺,腌制,付味小章鱼用到了什么工艺制作？
肯德基,创办人,桑德斯上校,肯德基是谁创办的？
公元前76年,事件,昭帝加元服,公元前76年发生了什么事情？
青岛市胶州湾保护条例,施行时间,2014年9月1日起,《青岛市胶州湾保护条例》什么时候开始施行的？
第三次中东战争,时间长度,6天,第三次中东战争经历了多少天？
秋燥病,传染性,秋天气候干燥,秋燥病是因为什么传染的？
海绵宝宝历险记2,游戏大小,28m,海绵宝宝历险记2 的大小有多大？
波立来3d活能素,成分,d+活乳因子,波立来3d活能素里面有什么成分？
刘晓华,教学职称,教授,刘晓华现在的职称是什么？
长湖,湖泊所在地,中国西藏,长湖位于什么地方？
欲魔,色 彩,彩色,《欲魔》有什么色彩？
倔强,mv导演,赖伟康,《倔强》的MV是谁导的？
英雄无敌online,内存,128mb,英雄无敌online需要多少内存？
海尔kfrd-35gw/03me-s4,空调匹数,大1.5p,海尔kfrd-35gw/03me-s4是多少匹的？
青银高速公路,终点,宁夏银川市,青银高速公路最终达到哪里？
木村拓哉,奖项,日剧学院赏 第9回日剧学院赏最佳男主角 《悠长假期》 第15回日剧学院赏最佳男主角 《恋爱世代》 第19回日剧学院赏最佳男主角 《沉睡的森林》 第24回日剧学院赏最佳男主角 《美丽人生》 第28回日剧学院赏最佳男主角 《hero》 第33回日剧学院赏最佳男主角 《从天而降亿万颗星星》 第52回日剧学院赏最佳男主角 《华丽一族》 第57回日剧学院赏最佳男主角 《change》 第75回日剧学院赏最佳男主角 《priceless～有才怪，这样的东西～》,木村拓哉获得过哪些奖？
爱普生 1100,最高分辨率,5760x1440dpi,爱普生 1100的最高分辨率是多少？
奥盛特otr260d旋挖钻机,主营,研发、生产、销售为一体,你想知道奥盛特otr260d旋挖钻机经营什么吗？
上高五中,学校主页,http://sgwz.sgxedu.cn,上高五中的主页是什么？
罗比尼奥,绰号,单车小子 单车少年,你听过罗比尼奥的绰号是什么？
螺旋丸,开发者,波风水门,螺旋丸由谁开发的？
新长安自行车电动车大世界,业务,自行车、电动车、专业用车销售,新长安自行车电动车大世界都有些什么业务啊？
王萍,临床职称,主任医师,王萍在临床的职位是什么？
郑州战斗,指挥官和领导者,唐生智,郑州战斗中谁智慧和领导的？
雷柏1075p无线光学鼠标,工作方式,光电,雷柏1075p无线光学鼠标是怎样工作的？
机器忍者战士,游戏名称,机器忍者战士,机器忍者战士是哪个游戏的？
桓温,官职,丞相、录尚书事、大司马,桓温当过什么官？
保护猫咪,标签,动作,《保护猫咪》贴的什么标签？
惠威d1010-4,音箱系统,2.0声道,惠威d1010-4的音箱是什么系统的？
intel s2600cp2,集成芯片,显卡/网卡/声卡,intel s2600cp2里用的什么芯片？
国际工程招标,原则,公平、公正、平等竞争,国际工程招标原则是什么？
氨基酸螯合钙奶片,主要成分,氨基酸螯合钙 全脂奶粉,氨基酸螯合钙奶片里面包含什么成分？
slaughterhouse,成员,crooked i,slaughterhouse里有哪些成员？
魔法少女奈叶,制片,三嶋章夫,《魔法少女奈叶》的制片人是谁？
莱斯沃斯石化森林世界地质公园,交通信息,位于爱琴海东北部,莱斯沃斯石化森林世界地质公园位于什么地方？
drt-1115石油产品铜片腐蚀测定仪,重 量,约 35kg。,drt-1115石油产品铜片腐蚀测定仪有多重？
周秀娜,其他作品,《我爱万人迷》、《老冯日记》,周秀娜有过什么作品？
先史遗产都市·巴比伦,卡片种类,场地魔法,《先史遗产都市·巴比伦》的卡片是什么种类？
阳明滩大桥,宽度,41.5米,阳明滩大桥有多宽？
通下水,词目,下水,通下水属于哪个词目？
吉田仁美,原文名,吉田 仁美（よしだ ひとみ）,吉田仁美原来的名字是什么？
来自风平浪静的明天,动画制作,p.a.works,《来自风平浪静的明天》是谁制作的？
卡萨帝bcd-288wb,总容积,288l,卡萨帝bcd-288wb容纳多大？
奥本,政府,council-manager,奥本的政府名字叫什么？
溪口镇,方 言,徽语,溪口镇的方言叫什么？
圣杯神器：骸骨之城,制片成本,"$60,000,000（估）",《圣杯神器：骸骨之城》花了多少钱制作？
石头寨村,平均气温,15.1℃,石头寨村平均有多少度？
台北捷运万大-中和-树林线,概览,中华民国（台湾） 台北市、新北市、桃园市,“台北捷运万大-中和-树林线”的概述是什么？
西贡南越银行足球俱乐部,主场,胡志明市统一体育场,西贡南越银行足球俱乐部主场位于哪？
壅,郑码,sznb,壅的郑码是多少？
扬子江药业集团有限公司,总资产,100多亿元,扬子江药业集团有限公司有多少资产？
《巴尔扎克和小裁缝》,主要奖项,代表法国片入选了2002年的金球奖。,《巴尔扎克和小裁缝》获得过哪些奖项？
恹,总笔画,9,恹字有多少笔？
nsk f635/f635zz1/vv/dd轴承,轴承品牌,nsk轴承,nsk f635/f635zz1/vv/dd轴承是什么牌子的？
因戈尔施塔特足球俱乐部,主教练,哈森许特尔,因戈尔施塔特足球俱乐部的教练是谁？
参芪降糖胶囊,批准文号,国药准字z10980085,参芪降糖胶囊批准的文号是多少？
加速之光,卡片密码,34838437,加速之光卡片上的密码是多少？
乌鲁木齐火车西站,车站等级,二等站。,乌鲁木齐火车西站属于哪个等级？
第2次田中角荣内阁,罗马字,dainiji tanaka kakuei dainiji kaizō naikaku,第2次田中角荣内阁用罗马字怎么拼写？
东风标致508,生产厂商,神龙汽车有限公司,东风标致508是哪家厂商生产的？
朱家碥站,邮政编码,725006,朱家碥站的邮政编码是多少？
川之江jct,与起点之距离,56.9km（起点：高松西ic）,川之江jct与起点之间的距离是多远？
李毅,逝世日期,1981年2月15日,李毅什么时候去世的？
姜华,公司口号,绿色环保节能,姜华公司的口号是什么？
旋风管家,播放期间,2007年4月1日－2008年3月30日,《旋风管家》什么时候播放的？
n-ii运载火箭,直径,2.44米（8.0英尺）,n-ii运载火箭的直径是多大？
里克·巴里,职业生涯,1965年-1979年,里克·巴里的职业生涯是什么时间？
野蛮角斗士的斩首斧,品质,史诗,野蛮角斗士的斩首斧属于什么品质？
罗马斗兽场,建造时间,公元72-82年,罗马斗兽场什么时候建造的？
奥林匹克公园站,车站编号,p550,奥林匹克公园站的车站编号是多少？
中国国电集团公司国电新能源技术研究院,机构,中国国电,中国国电集团公司国电新能源技术研究院属于哪个机构？
卡西欧s880,显示屏尺寸,2.8英寸,卡西欧s880的显示屏尺寸是多大？
2012款mg5 1.5l自动领航版,生产厂家,mg,2012款mg5 1.5l自动领航版的生产厂家是哪家？
格兰特县,统计资料,"february 4, 1869",格兰特县的统计资料是什么时候的？
贵州省遵义市第四中学,在校学生,1800余人,贵州省遵义市第四中学有多少名在校学生？
乌鲁木齐火车北站,隶属,乌鲁木齐铁路局。,乌鲁木齐火车北站隶属哪个单位？
“二荆条”海椒,亚种,“二荆条”海椒,“二荆条”海椒属于什么亚种？
中国人民解放军第39集团军,部门,第115轻型机步旅 第190机步旅 第202机步旅 第203机步旅 第116机步师 第3装甲旅 炮兵第7旅 防空旅 工兵团 防化团 陆航第9旅 特种作战团,中国人民解放军第39集团军是个怎样的部门？
莲灯,创作时间,2013年,《莲灯》是什么时候创作的？
三星p408-da09,主板芯片组,intel gm45 + ich9m,三星p408-da09的主板用的什么芯片组？
电力供应与使用条例,实施时间,1996年4月17日,电力供应与使用条例从什么时候开始实施的？
美容设备网,从事,为美容设备相关产业企业提供产品,美容设备网从事什么工作？
罗马假日,预算,$150万,《罗马假日》打算花多少钱？
倪建生,行业,电线电缆、产业投资,倪建生投资了哪些行业？
科比·布莱恩特,nba选秀,1996年第1轮第13位被黄蜂队选中,科比·布莱恩特参加了哪届nba选秀？
热血长城,连载平台,起点中文网,热血长城在哪个平台连载？
友永丈市,军衔,海军大尉,友永丈市的军衔是什么？
美宜家快捷酒店（郑州陇海路店）,商业区域,商业金融中心地区,美宜家快捷酒店（郑州陇海路店）属于哪个商业区域？
至尊战神,总字数,127.9万字,《至尊战神》有多少字数？
黄强,信 仰,共产主义,黄强的信仰是什么？
罗技bh320,佩戴方式,耳塞式,罗技bh320咋么佩戴？
戴尔inspiron one 灵越 2020（i2020d-278）,cpu 型号,intel 酷睿 i3 2120t,戴尔inspiron one 灵越 2020（i2020d-278）的cpu是哪个型号？
洪允成,文观部式,hong yun-sung,洪允成的文观部式是什么？
