question,predict_answer,accurate_answer
请问三国鼎立是由哪个公司运营的？,天津风云,天津风云
我很好奇大背头是哪个年龄段的读物？,二十至五十岁,二十至五十岁
谁知道金丝冠来自于哪里？,杭州桃源岭,杭州桃源岭
温州市龙湾区天河供销合作社中心商店是以什么类型注册的？,172,172
请问轩尼诗道限速多少？,50公里/小时,50公里/小时
我想知道日立ras/c-35dvy是变频还是定频的？,变频,变频
请问乱情马窝村（全本）出版了吗？,否,否
请问netgear jfs524是以什么方式交换的？,存储-转发,存储-转发
我想知道九龙巴士270p线是哪个车厂的？,上水车厂（u）,上水车厂（u）
请问射电源闪烁是一种什么现象？,射电强度出现起伏,射电强度出现起伏
我想知道世界癫痫日哪一年设立的？,2002年,2002年
请问狗仔奇缘单行本有多少册？,一卷,一卷
杭州市机电产品维修质量监督管理办法是那个部门发布的？,杭州市人民政府,杭州市人民政府
我很好奇阿格西是哪一年转职的？,1986年,1986年
请问医疗机构手术分级管理办法（试行）是什么时候公布的？,2012年8月3日,2012年8月3日
我想知道林肯大学的校监是谁？,victor adebowale,victor adebowale
谁知道肤宁的成分有哪些？,冰片、芦荟、黄柏、黄芩,冰片、芦荟、黄柏、黄芩
谁知道三氟甲基磺酸锡的纯度？,≥98%,≥98%
谁知道谦光来源于哪里？,《周易》卷二《谦卦》,《周易》卷二《谦卦》
预期结果导向法的摘要主要写了什么？,预期结果导向法三个步骤,预期结果导向法三个步骤
我想知道西安高新医院的院长是谁？,刘建军,刘建军
请问三国名将属于什么题材的游戏？,三国,三国
谁知道星太白的精灵属性是什么？,超能系,超能系
谁知道甜菜褐斑病的学名是什么？,cercospora beticola sacc．,cercospora beticola sacc．
请问三星galaxy note4的电池容量有多大？,3220mah,3220mah
谁知道u-key rfid 读写器是什么牌子的？,深圳峰华,深圳峰华
请问宏基travelmate 350 351te-n是什么类型的？,超薄型,超薄型
谁知道光山县公安局是干什么的？,公安机关侦查工作,公安机关侦查工作
谁知道skf btm60a/hcp4cdba轴承的内径是多少？,60mm,60mm
我很好奇世界贸易中心有什么技术特色吗？,一、二号路均有99层电梯,一、二号路均有99层电梯
谁知道安娜·卡洛琳娜·史科米多娃的大满贯单打成绩是多少？,第二轮（2013）,第二轮（2013）
谁知道打酒网是那个公司的？,温州银丰经贸有限公司,温州银丰经贸有限公司
请问先甜五号是什么品种？,玉米,玉米
我很好奇一哄是什么意思？,众声喧扰,众声喧扰
请问欧琳jz2-ol86x精英d需要用什么气源？,液化石油气/天然气/人工燃气,液化石油气/天然气/人工燃气
谁知道约翰与玛莉的回忆是用什么语言写的？,英语,英语
谁知道宁波北站有多少股道？,6,6
我很好奇机会成本率受什么影响？,投资项目,投资项目
请问2cr20mn9si2n耐热钢的牌号是什么？,2cr20mn9si2n,2cr20mn9si2n
我很好奇mk 44巨蝮二式链炮有多高？,391.92毫米（15.43英吋）,391.92毫米（15.43英吋）
我很好奇新会蓝天青少年培训中心是干什么的？,有面向小学1-6年级,有面向小学1-6年级
我想知道北京朝阳体检中心有多大？,800平米,800平米
我想知道佳木斯市环境保护局是什么性质的单位？,国家机关,国家机关
谁能回答大蒜青霉病的病原是什么？,真菌,真菌
谁能给我讲讲蓝摄影背后的故事？,真实、自然、纯粹、原创,真实、自然、纯粹、原创
请问勐野江在哪？,亚洲,亚洲
我想知道minix是谁创造的？,andrew s. tanenbaum,andrew s. tanenbaum
我很好奇蔡依林写过什么书？,《19岁－蔡依林写真集》 《蔡依林毕业．旅行．书》 《假面公主之骑士精神》 《j1-jolin的二十四堂英文日记课》 《jolin的六场单字派对》 《我爱大明星惊叹号》  《养瘦：jolin能吃能睡又能瘦的健美饮食调养法》,《19岁－蔡依林写真集》 《蔡依林毕业．旅行．书》 《假面公主之骑士精神》 《j1-jolin的二十四堂英文日记课》 《jolin的六场单字派对》 《我爱大明星惊叹号》  《养瘦：jolin能吃能睡又能瘦的健美饮食调养法》
谁知道intel奔腾d8052.66ghz有几个核心？,双核心,双核心
富勒姆足球俱乐部在13-14赛季排名怎么样？,英超，第 19 位（降级）,英超，第 19 位（降级）
我很好奇中国工作犬管理协会是干什么的？,制定部门发展规划等,制定部门发展规划等
谁知道中国注册心理师协会的注册号是多少？,1471153,1471153
谁能告诉我佳能s80的最大分辨率是多少？,3264x2448,3264x2448
我想知道移山倒海是褒义词还是贬义词？,常用,褒义词
谁知道志保今年多大了？,17岁左右,17岁左右
谁知道粘土人世纪是由哪个厂商发行的？,nbgi,nbgi
我很好奇七天七世纪是谁唱的？,李天华,李天华
我想知道叙利亚自由军是谁指挥的？,利雅得·阿萨德上校,利雅得·阿萨德上校
谁知道樱雪icd-50c2的额定压力有多大？,0.6mpa,0.6mpa
我想知道nursery rhyme有多少种结局？,6种,6种
谁知道怀仁一中云东校区是什么时候建立的？,2002年,2002年
谁知道广东省节能型功能陶瓷及其应用技术企业重点实验室是研究什么的？,特种功能,特种功能
谁知道阿兰查·桑切斯·维卡里奥得过多少个冠军？,29 wta,29 wta
请问速龙3000+的主频是多少？,1.8ghz,1.8ghz
谁知道fag 24192b.mb轴承是哪个国家产的？,德国,德国
我很好奇俞伯牙这个人出自什么典故？,高山流水觅知音,高山流水觅知音
我想知道中国康辉西安国际旅行社有限责任公司有什么宗旨？,高质量的服务、高素质的员工、高水平的旅游,高质量的服务、高素质的员工、高水平的旅游
谁知道盐水溪发源于哪里？,中央山脉大坑尾,中央山脉大坑尾
我想知道儿歌童谣大王有几张碟？,5,5
我很好奇天主教上海教区的秘书长是谁？,朱锡藩神父,朱锡藩神父
我想知道松狮犬能活多少年？,11-12年,11-12年
我很好奇张保仔的编导都有谁？,欧耀兴、谭穗铭、伍兆荣,欧耀兴、谭穗铭、伍兆荣
我想知道bearhawk是哪一年发明的？,2001,2001
谁知道skf 7232cdf轴承原来的型号是多少？,336232,336232
谁知道温带颖是什么职位？,梅州市梅县区丰都综合养禽场场长,梅州市梅县区丰都综合养禽场场长
请问2013张信哲郑州演唱会是在哪里举办的？,郑州国际会展中心,郑州国际会展中心
谁知道聚氨酯防水涂料应该用在什么地方？,屋面和厕浴间、地下室,屋面和厕浴间、地下室
我想知道常德师范学院东院有多少个专任教师？,202,202
谁知道金优38的全生育期有多少天？,平均115.5天,平均115.5天
我想知道沃勒我面积排多少？,全国第298位,全国第298位
谁知道明坂聪美现在多少岁了？,27岁,27岁
谁知道安徽省安全生产应急救援指挥中心是什么编制？,安全生产应急救援预案,安全生产应急救援预案
南京市关于再生育子女审批的实施办法是用于什么的？,办理单独二胎申请,办理单独二胎申请
小说帝尊的推荐数一共有多少呢？,545826,545826
我想知道精英pf3extremev1.0的主板架构？,atx,atx
我很好奇巴哈姆特电玩资讯站是哪家公司的？,旺普网络信息股份有限公司,旺普网络信息股份有限公司
谁知道洋基体育场是谁的？,纽约洋基,纽约洋基
我很好奇劳力士每年的利润有多少？,年销售额逾20亿瑞郎,年销售额逾20亿瑞郎
谁知道山药芝麻糊是哪个菜系的？,其它菜系,其它菜系
谁知道效益原理属于什么学科？,教育管理,教育管理
谁知道戴蒙曾在哪里工作过？,几内亚,几内亚
我想知道呼吸窘迫综合症有哪些并发？,张力性气胸,张力性气胸
我很好奇朱厚照是在什么时候当的皇帝？,1505年—1521年（16年）,1505年—1521年（16年）
谁知道鹤屋是几年几班的？,2年2班→3年级,2年2班→3年级
我想知道通州区卫生局的负责人是谁？,仇星煜,仇星煜
我想知道进化之地可以在哪里下载？,4399安卓游戏,4399安卓游戏
我想知道小王子的字幕是什么语言的？,中文,中文
我很好奇大陈江流经什么地方？,浙江省,浙江省
谁知道乔许·汉米尔顿有多少个本垒打？,161,161
奇异档案4：复仇之面是由哪个公司发行的？,big fish games,big fish games
我想知道水头村有多少林地？,8680亩,8680亩
谁知道茱莉亚·斯提格勒的头发是什么颜色的？,金色,金色
谁知道印度共产党的政治立场是怎样的？,极左,极左
我想知道2010新款吉利自由舰有几个气门？,4个,4个
我很好奇用海信hs-d858可以通话多久？,90-120 分钟,90-120 分钟
我想知道姚兴生活在什么年代？,366年–416年,366年–416年
请问鞋号是什么意思？,鞋的一种简单代号,鞋的一种简单代号
请问驿路网的核心价值观是什么？,专业主动、高效协作、等,专业主动、高效协作、等
我想知道爱德华·麦克道尔擅长什么？,管弦乐，钢琴独奏曲,管弦乐，钢琴独奏曲
谁知道短信管家属于什么应用？,工具,工具
我很好奇丁克盐酸特比萘芬乳膏是哪个企业生产的？,齐鲁制药有限公司,齐鲁制药有限公司
我想知道老君山自然保护区主要保护的是什么？,蜂猴、倭蜂猴、蟒蛇,蜂猴、倭蜂猴、蟒蛇
有人知道猪血豆腐汤的主要营养成分是啥吗？,即为猪的血液，味甘、苦，性温,即为猪的血液，味甘、苦，性温
请问奥伊米亚康是哪个国家的？,俄罗斯,俄罗斯
谁知道萨隆加国家公园是什么时候注册的？,1984年,1984年
我想知道华帝cxw-200-e801dz的排风量有多大？,14±10m3/min,14±10m3/min
请问抚顺特钢s136h电炉的供应商是谁？,抚顺特钢,抚顺特钢
请问超微ss101的内存是多大的？,1gb ddr,1gb ddr
我想知道强盛的拼音写法？,qiáng shèng,qiáng shèng
谁知道蚨蚕子是哪个门派的？,异度魔界(第三殿),异度魔界(第三殿)
谁知道ntn 562022m轴承内径是多大的？,114mm,114mm
我想知道在说文解字里萝是怎么解释的？,莪也。是謂轉注。从艸。羅聲。魯何切。十七部。,莪也。是謂轉注。从艸。羅聲。魯何切。十七部。
谁知道鲍里斯·弗拉迪米罗维奇·阿萨菲耶夫是哪个时期的？,20世纪,20世纪
我想知道神奇宝贝：比克提尼与黑英雄捷克罗姆是哪一年出品的？,2011年,2011年
我想知道无定飞环的主人公都有谁？,段小姐、玄奘、孙悟空,段小姐、玄奘、孙悟空
谁知道卡蒙欧帝的设计理念是什么？,简单，舒适,简单，舒适
我想知道怎么打开高楼密室？,按shift键 - 再点击level 1,按shift键 - 再点击level 1
谁知道东京都交通局5300型电力动车组的牵引功率是多少？,"1,920kw 27编成：2,880kw","1,920kw 27编成：2,880kw"
请问第九届广州（国际）车用空调及冷藏链技术展览会什么时候布展？,中国进出口商品交易会展览馆,2012年2月22-23日
我想知道大麻什么时候开花？,6-8月,6-8月
谁知道西集镇有多少个行政村？,六个,六个
我想知道中南大学资源与安全工程学院现在的院长是谁？,周科平,周科平
请问潍坊市交通运输局批准了什么？,《潍坊市人民政府机构改革方案》,《潍坊市人民政府机构改革方案》
谁知道麻鹰兽的名字是根据什么起得？,hawk，鹰,hawk，鹰
我想知道曾国荃处于什么时代？,清朝,清朝
谁知道狐晚在哪里做过编辑？,曾为长沙青青文化传媒主编,曾为长沙青青文化传媒主编
我很好奇亲亲一族是指哪些人？,26-33岁的努力工作的一代,26-33岁的努力工作的一代
谁知道师出名门dj小可是那个地区的？,大陆,大陆
我想知道大湖车站属于哪个单位？,台湾铁路管理局,台湾铁路管理局
谁知道本田思域的悬挂方式是什么？,麦弗逊式悬挂系统,麦弗逊式悬挂系统
请问乔·内森的防御率是多少？,2.87,2.87
谁知道佳能 mp287的最大处理幅面是多少？,a4,a4
谁知道his radeon 5850 icooler v turbo的显存是什么类型？,gddr5,gddr5
我很好奇偶像总爱被吐槽！属于哪个文库？,电击文库,电击文库
我想知道海藻资源是什么意思？,海洋中有开发利用价值的孢子植物,海洋中有开发利用价值的孢子植物
天大将军六的绝对星等 (mv)是几？,3.44,3.44
请问北京地铁8号线是从哪到哪的？,南锣鼓巷——朱辛庄,南锣鼓巷——朱辛庄
我想问一下本田思域的燃油系统是什么样的？,电子燃油喷射式,电子燃油喷射式
谁知道本田思域有没有助力系统？,有,有
我很好奇尼古莱·达维登科的双打成绩？,2,2
我想知道小爸爸的总监制是谁？,张子扬，滕华涛,张子扬，滕华涛
我很好奇邴原有没有什么外号？,龙腹,龙腹
我很好奇天价茶叶的气味是怎样的？,淡泊、清新、高雅,淡泊、清新、高雅
2011中国国际工业化住宅与集成建筑展览会有多少人来参观？,逾 100000 人次,逾 100000 人次
我想知道达普雷拉的合同什么时候到期？,2014-06-30,2014-06-30
谁知道adroitor的品牌理念是什么？,功能强大，操作便捷,功能强大，操作便捷
有谁知道网易经济学家年会属于什么类型吗？,经济类,经济类
我很好奇纽约有哪些名人？,奥本海默，乔丹，史泰龙等,奥本海默，乔丹，史泰龙等
我想知道成都地铁8号线是以什么颜色为代表的？,草绿,草绿
我想知道世界奥林匹克城市联盟是以什么为宗旨建立的？,搭建奥运会举办、申办城市与国际奥委会的交流平台.,搭建奥运会举办、申办城市与国际奥委会的交流平台.
谁知道神奇宝贝：阿尔宙斯超克的时空的配乐是什么？,宫崎慎二[6],宫崎慎二[6]
请问新丰江国家森林公园的森林覆盖率有多大？,达到78%,达到78%
我想知道德优deo a1903c是什么背光类型的？,led背光,led背光
谁知道九龙巴士249x线终点站的服务时间是什么时候？,星期一至六：06:45-09:15、17:15-19:45,星期一至六：06:45-09:15、17:15-19:45
谁知道谢郢锣鼓是什么时候获批的？,2008年12月4日,2008年12月4日
我想请问界限街有多少条行车线？,四线单程东行,四线单程东行
请问兵沟汉墓有什么景点？,浑怀障军事要塞、兵沟汉墓群,浑怀障军事要塞、兵沟汉墓群
移动式消防水炮有什么特征？,具有流量可调射程远,具有流量可调射程远
无舌三肋果是属于什么亚族的？,菊亚族,菊亚族
我想知道玛蒂娜·纳芙拉蒂洛娃在温网中有怎么样的表现？,"冠军 （78,79,82,83,84,85,86,87,90）","冠军 （78,79,82,83,84,85,86,87,90）"
谁知道润普rp-cti112 112故障申报系统是什么操作系统？,windowsnt4.0,windowsnt4.0
请问恒久之星是什么时候注册的？,1998年,1998年
谁知道ibm totalstorage ds8100(931)的平均输出率是多少？,400/200mb/s,400/200mb/s
请问ntn 6305-2z轴承有多厚？,17,17
我想知道中国中央电视台纪录频道是在哪里播放的？,中国大陆（中文版） 全球各地（英文版）,中国大陆（中文版） 全球各地（英文版）
我想知道mba中国网的官方名称是什么？,mba中国网,mba中国网
请问阿塞拜疆民主共和国位于哪个大洲？,亚洲,亚洲
河北青年管理干部学院是什么时候创办的？,1950年,1950年
请问滑膜炎颗粒应该怎么保存？,密封,密封
有谁知道poe供电光纤收发器的输入电压是多少？,100 vac到240伏交流电,100 vac到240伏交流电
我很好奇国际青年节是由哪个机构设立的？,联合国,联合国
谁知道奇异环足虾是哪里产的？,中国辽宁省朝阳市,中国辽宁省朝阳市
请问西南交通大学有几个博士后流动站？,10个,10个
请问video games的b面是什么？,"""blue jeans\","""blue jeans\"
请问富士宝ih-h2026c的面板是什么材质的？,fute黑晶面板,fute黑晶面板
谁知道南岳区卫生局有多少个干部？,10人,10人
有人知道bwe国际建筑给排水展会是在什么时候吗？,2012年9月26-28日,2012年9月26-28日
我想知道魅族ep-21hd耳机的灵敏度有多高？,99db/mw,99db/mw
请问本唯bt100+有什么特色功能？,读卡器，usb,读卡器，usb
我想请问tao606卖家网址导航的口号是什么？,淘宝卖家专用的上网主页,淘宝卖家专用的上网主页
我想请问游戏悍将军刀a大校u3雪装有几个扩展插槽？,7个,7个
我很好奇凯瑟琳的总监是谁？,橋野桂,橋野桂
我很好奇乔治·斯蒂格勒是受谁的影响？,"法兰克·奈特, jacob viner, 亨利·赛门斯, 米尔顿·弗里德曼","法兰克·奈特, jacob viner, 亨利·赛门斯, 米尔顿·弗里德曼"
请问玛蒂娜·纳芙拉蒂洛娃的美网成绩怎么样？,"冠军 （83,84,86,87）","冠军 （83,84,86,87）"
谁知道张文光信仰什么宗教？,佛教,佛教
请问杒用五笔86应该怎么打？,svyy,svyy
请问美国偶像是在哪个频道？,福克斯广播公司,福克斯广播公司
我很好奇奥特曼的旁白是谁配的？,浦野光,浦野光
我很好奇尖刺仙女虫属于什么科？,仙女虫科,仙女虫科
谁知道2·1南桑威奇群岛地区地震是多少级？,6.1级,6.1级
我很好奇李逵使用的是什么兵器？,两把夹钢板斧,两把夹钢板斧
祈福英语实验学校是哪个公司投资的？,祈福集团,祈福集团
请问fn minimi轻机枪的发射速率是多少？,"弹链：750 发/分 30发弹匣：1,000 发/分","弹链：750 发/分 30发弹匣：1,000 发/分"
二十二醇的cas数是啥？,661-19-8,661-19-8
我很好奇园林仕女图朱漆金莲瓣式奁有多高？,21.3厘米,21.3厘米
新兴际华集团有限公司获得过什么荣誉？,世界500强（2013年第365位）,世界500强（2013年第365位）
请问h3c msr 20-20的端口结构是什么？,模块化,模块化
谁知道格里芬湖的平均深度是多少？,18 m (59 ft),18 m (59 ft)
有人知道中国科学院卢嘉锡青年人才奖的主管机关是哪里吗？,王宽诚教育基金会,王宽诚教育基金会
"我想知道1,8-萘二甲酸酐的分子量是多少？",198.17,198.17
我很好奇小木马下载器变种nwp依赖什么系统？,win 9x/nt/me/2000/xp/2003,win 9x/nt/me/2000/xp/2003
你知道马汉成是什么时候参加工作的吗？,1990.7,1990.7
谁知道郎茂祥的学历是什么？,博士,博士
请问陈待制湖楼写过什么好诗句吗？,岩竹倒添秋水碧，渚莲平接夕阳红,岩竹倒添秋水碧，渚莲平接夕阳红
谁知道侯爵歌剧院的法文名？,opéra margravial de bayreuth,opéra margravial de bayreuth
我想请问油品脱色除味剂使用的时候需要注意什么？,储存，运输远离货源,储存，运输远离货源
谁知道第十七届中国国际办公家具展览会有多大面积？,：23000平米,：23000平米
清华同方真爱u8880-b006的标称主频是多少有人知道吗？,2.8ghz,2.8ghz
我很好奇占座门是因为什么出现的？,一个大一新生用练习本占一周座,一个大一新生用练习本占一周座
谁知道三八式步枪制造了多少？,"约3,400,000挺","约3,400,000挺"
谁知道精神病与精神卫生学专业是研究什么的？,精神障碍的病因、发病机制,精神障碍的病因、发病机制
我想知道李瑞环写过什么？,- 《为人民办实事随谈》1990年 《学哲学用哲学》2005年 《辩证法随谈》2007年 《务实求理》2010年,- 《为人民办实事随谈》1990年 《学哲学用哲学》2005年 《辩证法随谈》2007年 《务实求理》2010年
谁知道平账和什么学科有关？,会计,会计
请问大魁桥是什么时候建的？,清代早中期,清代早中期
我想知道奥盛os850怎么样？,6万5千色cstn显示屏,6万5千色cstn显示屏
谁知道花冠之泪适合多大岁数的人呢？,18禁,18禁
我想知道星辰水晶什么时候搞活动？,全天,全天
请问四川大学是什么性质的学校？,211工程、985工程、珠峰计划、卓越计划、111计划、2011计划,211工程、985工程、珠峰计划、卓越计划、111计划、2011计划
谁知道全汉黑骑士550(ra550)的风扇是什么类型的？,12cm静音风扇,12cm静音风扇
我想知道现代语言学的第一章是什么内容？,绪论,绪论
请问豪威sb-3163sa的存储容量最大是多少？,4000,4000
京瓷3925dn的最大打印幅面是多少有人知道吗？,a4,a4
谁知道三大骑士团采用的是什么制度？,集权制,集权制
我想知道福江机场属于什么类型的营业机构？,公共事业,公共事业
我想知道埃德排多少名？,全国第171位,全国第171位
谁知道鲤鱼潭有多长？,1.6公里,1.6公里
我想知道抗皱精华的配方是什么？,辅酶q、维生素e、霍霍巴油,辅酶q、维生素e、霍霍巴油
我想知道中华营养医学会的简略说法？,cnma,cnma
谁知道广东省城乡规划条例是什么时候开始实行的？,2013年5月1日,2013年5月1日
我想知道大门镇的纬度？,27°58′22″,27°58′22″
谁知道后现代城二期有没有车位？,充足,充足
请问ntn 6830n轴承的外径是多少？,190mm,190mm
你知道张丽有什么经历吗？,2005年5月，患上溃疡性结肠炎,2005年5月，患上溃疡性结肠炎
谁知道genelec 1031a的扬声器单元是什么？,低频单元 8 中频单元 - 高频单元,低频单元 8 中频单元 - 高频单元
请问1951年亚历山大港地中海运动会是什么时候结束的？,1951年10月20日,1951年10月20日
谁知道第十届中国金鹰电视艺术节是在哪里设立的？,湖南省长沙市,湖南省长沙市
请问事不师古是什么意思？,形容做事不遵守古训,形容做事不遵守古训
谁知道剑山属于什么山脉？,四国山地,四国山地
谁知道玛蒂娜·纳芙拉蒂洛娃在法网中有什么表现？,"冠军 （82,84）","冠军 （82,84）"
请问大小臂是用来干什么的？,用来支配挖斗的挖掘、装车等动作,用来支配挖斗的挖掘、装车等动作
我想知道青春财富中心是什么建筑？,板楼,板楼
请问中兴bingo的适用频率是多少？,850/900/1800/1900/2100mhz,850/900/1800/1900/2100mhz
我想知道葫芦岛七星国际投资集团有限公司的息税前利润是多少？,11300万元人民币,11300万元人民币
我很好奇羽生善治的老师是谁？,二上达也（九段）,二上达也（九段）
我想知道g42沪蓉高速公路有多长？,2154公里,2154公里
谁知道三星pleomax mo-150鼠标有多大？,普通鼠,普通鼠
请问阳光丽人的策划是谁？,谢力孙杰 朱涛,谢力孙杰 朱涛
我想知道神秘的世界的摄影监督是谁？,佐藤均,佐藤均
谁知道加纳的哪个城市最大？,阿克拉,阿克拉
我很好奇约瑟犬是干什么用的？,伴侣犬、玩赏犬,伴侣犬、玩赏犬
我想知道蓝带海龙是怎么繁殖的？,卵胎生,卵胎生
请问盈通an720(v1.1)的主芯片组是什么？,nvidia nforce 720a,nvidia nforce 720a
请问大鸦洲属于哪个分区？,离岛区,离岛区
我想知道魏岭乡的经度是多少？,103°48′,103°48′
我想知道寒河江坝最高的地方有多高？,115m,115m
汉妮威是在哪里创始的有人知道吗？,澳大利亚,澳大利亚
你知道囤积居奇应该怎么用吗？,联合式；作谓语、定语,联合式；作谓语、定语
我想知道降脂排毒颗粒还有多久过期？,1.5年,1.5年
谁知道乔宝杰是哪里毕业的？,郑州大学,郑州大学
我想知道扒河的源头在哪？,黑龙潭,黑龙潭
谁知道新巴4号线单程要多久？,58分钟,58分钟
请问finstall.dll是不是间谍软件？,否,否
我想知道辅助受精技术可以治疗什么？,治疗某些男性不育症,治疗某些男性不育症
谁知道红牌cfxb60-3a2的容积多大？,6l,6l
谁知道暗夜冰狐的精灵序号是多少？,1011,1011
请问愉快的秘密这本漫画现在怎么样了？,完结,完结
我想知道赌圣的执行制片是谁？,莫美芬,莫美芬
谁知道正睿i13s2-45816rhkl4产品是什么结构？,3u,3u
我想问创见jetflash v20(16gb)有多重？,15,15
我想知道苏少卿的艺名是什么？,寄生,寄生
最后2001年世界女子手球锦标赛的成绩是什么？,俄罗斯 (第1届 title),俄罗斯 (第1届 title)
我很好奇云程网是干什么的？,旅游，酒店，门票，自由行等,旅游，酒店，门票，自由行等
我想知道北京京城国丹医院的院训是什么？,厚德，感恩，创新，引领,厚德，感恩，创新，引领
我很好奇日产gt-r的加速用时？,2.7秒（0-100km/h）,2.7秒（0-100km/h）
谁知道僵尸去死这款游戏的原名是什么？,zombie blitz,zombie blitz
请问在飓风迪安中有多少人伤亡？,45人丧生,45人丧生
我很好奇美国k-max无人直升机是哪里制造的,卡曼航空公司,卡曼航空公司
我想知道小河是哪个水系的？,汉江,汉江
我想知道阪神大地震有多少人伤亡？,死亡约6434人，伤43792人（官方数据）,死亡约6434人，伤43792人（官方数据）
我想知道巨木将军是哪个系的？,木系,木系
中国2010年上海世博会哥伦比亚国家馆在哪里有人知道吗？,c片区,c片区
我想知道圈河国境桥有多长？,500米,500米
我想请问人寿保险具体指的是什么意思？,人身保险的一种,人身保险的一种
我想请问江苏省江浦职业教育中心校在哪？,珠江镇龙华路 5 号,珠江镇龙华路 5 号
我想知道韩庄子第二社区有多少个工作人员？,4名,4名
我想知道月湖有多宽？,0.22公里,0.22公里
请问西维来司钠的分子量是多少？,456.44,456.44
谁知道koyo 23122rh轴承的厚度是多少？,56mm,56mm
请问粤语在哪里使用？,粤语使用者主要分布在广东、广西及香港、澳门等地；于海外分布于：马来西亚、印尼、越南、泰国、澳大利亚本土及圣诞岛、新西兰、美国、加拿大及英国等国家的华人社区。,粤语使用者主要分布在广东、广西及香港、澳门等地；于海外分布于：马来西亚、印尼、越南、泰国、澳大利亚本土及圣诞岛、新西兰、美国、加拿大及英国等国家的华人社区。
请问盐酸丁二胍的化学性质是什么？,"白色或黄色无味, 晶体粉末","白色或黄色无味, 晶体粉末"
请问扁桃体止血钳的商用名是什么？,扁桃体止血钳,扁桃体止血钳
请问冬瓜大枣的处方是什么？,冬瓜皮50克，大枣50克。,冬瓜皮50克，大枣50克。
请问青海高原牦牛是在哪里生产的？,青海南部、北部两高寒地区,青海南部、北部两高寒地区
请问奥匈帝国处于什么时代？,普奥战争至第一次世界大战,普奥战争至第一次世界大战
请问变压器零序方向保护属于什么系统？,大电流接地系统,大电流接地系统
请问四洲鱼蛋乌冬面要注意什么？,冰冻的东西要煮久一点,冰冻的东西要煮久一点
请问延安大礼堂剧场原来叫什么？,陕甘宁边区大礼堂,陕甘宁边区大礼堂
请问物流零件盒适合干什么？,工厂、办公室各种小型零件,工厂、办公室各种小型零件
请问富兰克林的水域有多大面积？,0.1 km²,0.1 km²
请问触宝智能拨号在什么平台上运行？,windows phone 7.5 或更高版本/,windows phone 7.5 或更高版本/
请问斯图尔特处于什么进化阶段？,高级,高级
东沙大桥跨越哪里有人知道吗？,珠江东平水道,珠江东平水道
请问索尼xperia u现在处于什么状态？,已公布,已公布
请问维生素b6是处方药吗？,非处方药,非处方药
请问鄂豫皖边抗日民主根据地是什么年代？,1942年,1942年
请问供配电系统的责任编辑是谁？,贡克勤,贡克勤
请问西山场有什么美称吗？,葡萄之乡,葡萄之乡
谁知道以色列总统的任期是多久？,7年,7年
我很好奇东疆红景天（存疑种）生长在哪里？,海拔2700米的多石山坡,海拔2700米的多石山坡
请问威廉姆斯属于哪个球队？,威尔士,威尔士
谁知道美的q633有几个灶眼？,2,2
请问台北市政府授权的法源是什么？,《地方制度法》 《台北市政府组织自治条例》,《地方制度法》 《台北市政府组织自治条例》
谁知道炫光x-w024火灵狼鼠标有怎样的人体工学设计？,对称设计,对称设计
请问对位联防的重点是什么？,协调行动,协调行动
谁知道vtpreset.exe的安全级别是怎样的？,0,0
谁知道动感保龄3d有多大？,14.3 mb,14.3 mb
请问特32中国制造第一艘万吨远洋货轮是什么时候发行的？,1960/12/15,1960/12/15
请问pentawards有几个参赛项目？,五大类别,五大类别
请问阿塞拜疆民主共和国官方使用的是什么语言？,阿塞拜疆语,阿塞拜疆语
请问海尔cxw-219-jt10a的噪音有多大？,54db(a),54db(a)
谁知道黄土高原地区水土保持淤地坝工程建设管理暂行办法是什么时候颁布的？,2004.05.09,2004.05.09
谁知道空中客车a350现在使用状态怎样的？,生产中，已获认证,生产中，已获认证
请问克鲁托的主要成分是什么？,100%橄榄油,100%橄榄油
请问dolls特刑部队是谁画的？,中村友美,中村友美
请问地球物理暨气象局属于什么部门？,澳门特别行政区运输工务司,澳门特别行政区运输工务司
谁知道犬有机磷化合物中毒的病原学是什么？,有机磷化合物,有机磷化合物
abc电台的公司总部在哪里有人知道吗？,纽约,纽约
请问本田思域的制动方式是什么？,四轮碟刹,四轮碟刹
请问奥林巴斯 fe220d的传感器有多大？,1/2.5英寸,1/2.5英寸
请问高空镜头放置在哪里？,高空,高空
请问青之城的圆舞曲是什么类型的漫画？,浪漫爱情,浪漫爱情
请问幻彩白麻的纹路是什么颜色的？,灰白色 | hoar,灰白色 | hoar
请问绝命航班的imdb编码是多少？,tt3259320,tt3259320
请问汪芳的原籍是哪里？,江西彭泽县,江西彭泽县
请问雪里红咸菜应该怎么样烹饪？,腌制,腌制
请问“保镖”380口径半自动手枪有多重？,约336克,约336克
请问搞砸了的英语怎么说？,blow it,blow it
请问云石的化学成分是什么？,碳酸灰质结晶体,碳酸灰质结晶体
请问筒状非洲楝的俗名是什么？,沙比利、红影木、幻影木,沙比利、红影木、幻影木
请问北卫是哪个单位审定的？,沈阳农业科技开发院,沈阳农业科技开发院
请问绘色千佳是从哪里出道的？,秋田县,秋田县
请问有关进口废物管理的文件是什么？,《限制进口可用作原料的废物》,《限制进口可用作原料的废物》
请问日本国旗的比例有多大？,2：3,2：3
请问潍坊富淳网络科技有限公司是专门做什么的？,互联网行业,互联网行业
请问黄村坝段还叫什么？,玉龙山段,玉龙山段
